"","First.Variable","Second.Variable","Correlation"
"677","set_parameter.MULTIPUMPING","Pins",-1
"370","set_operation_latency.unsigned_divide_64","FMax",0.982812986912577
"899","Cycles","Regs",0.970187783534663
"248","set_operation_latency.signed_add_64","Cycles",0.917340506163931
"852","set_operation_latency.signed_add_64","Regs",0.90946073480689
"221","set_combine_basicblock","Cycles",0.906284886503351
"172","set_parameter.PS_MIN_SIZE","Cycles",0.882843491271293
"550","set_operation_latency.signed_add_64","LUs",0.881595935960942
"901","LUs","Regs",0.880101283482251
"275","set_operation_latency.unsigned_multiply_16","Cycles",0.872575315745304
"418","set_resource_constraint.signed_add_64","FMax",0.872423666927534
"767","set_resource_constraint.altfp_add_8","Regs",0.869121708940543
"284","set_resource_constraint.unsigned_divide_8","Cycles",0.862716003235026
"167","set_resource_constraint.signed_multiply_16","Cycles",0.862035297102278
"825","set_combine_basicblock","Regs",0.861057328830061
"597","Cycles","LUs",0.854702412808474
"245","set_resource_constraint.altfp_multiply_32","Cycles",0.853160513051285
"163","set_resource_constraint.altfp_add_8","Cycles",0.851759048710907
"845","set_operation_latency.signed_multiply_64","Regs",0.849828176863614
"446","Cycles","FMax",0.849142679833759
"396","set_resource_constraint.altfp_multiply_32","FMax",0.847213016351567
"776","set_parameter.PS_MIN_SIZE","Regs",0.846792580660208
"780","set_operation_latency.unsigned_add_32","Regs",0.836708679690041
"176","set_operation_latency.unsigned_add_32","Cycles",0.834591865553381
"849","set_resource_constraint.altfp_multiply_32","Regs",0.832251298285135
"563","set_operation_latency.signed_add_16","LUs",0.829738111686566
"460","set_parameter.NO_ROMS","LUs",-0.828674101962543
"900","FMax","Regs",0.826751771840836
"887","set_resource_constraint.altfp_divide_32","Regs",0.822561191385074
"585","set_resource_constraint.altfp_divide_32","LUs",0.819917542877519
"879","set_operation_latency.unsigned_multiply_16","Regs",0.814156132046662
"217","set_operation_latency.signed_add_32","Cycles",0.813668664710987
"177","set_operation_latency.altfp_truncate_8","Cycles",0.810851542757356
"888","set_resource_constraint.unsigned_divide_8","Regs",0.807285278727695
"482","set_resource_constraint.altfp_subtract_16","LUs",0.805534608465832
"314","set_resource_constraint.altfp_add_8","FMax",0.805081273450945
"289","set_resource_constraint.altfp_divide_8","Cycles",0.802076829960778
"283","set_resource_constraint.altfp_divide_32","Cycles",0.798472869034677
"771","set_resource_constraint.signed_multiply_16","Regs",0.79839890740837
"522","set_resource_constraint.unsigned_modulus_8","LUs",0.798239305743651
"219","set_operation_latency.unsigned_divide_64","Cycles",0.793219836065073
"516","set_operation_latency.signed_modulus_64","LUs",0.788481608896838
"261","set_operation_latency.signed_add_16","Cycles",0.786904430676853
"818","set_operation_latency.signed_modulus_64","Regs",0.786419418623598
"865","set_operation_latency.signed_add_16","Regs",0.786086093956714
"399","set_operation_latency.signed_add_64","FMax",0.783954582952042
"398","set_resource_constraint.signed_modulus_16","FMax",0.783386391604963
"379","set_operation_latency.signed_modulus_8","FMax",0.781786914329987
"823","set_operation_latency.unsigned_divide_64","Regs",0.778989450533704
"327","set_operation_latency.unsigned_add_32","FMax",0.777702268494394
"385","set_operation_latency.signed_multiply_8","FMax",0.776803022570797
"241","set_operation_latency.signed_multiply_64","Cycles",0.772985773665655
"214","set_operation_latency.signed_modulus_64","Cycles",0.771514199921241
"824","set_resource_constraint.unsigned_modulus_8","Regs",0.771095172275504
"781","set_operation_latency.altfp_truncate_8","Regs",0.770816152666446
"821","set_operation_latency.signed_add_32","Regs",0.770413545851286
"465","set_resource_constraint.altfp_add_8","LUs",0.769405991020352
"478","set_operation_latency.unsigned_add_32","LUs",0.7682537655617
"893","set_resource_constraint.altfp_divide_8","Regs",0.76749976232782
"426","set_operation_latency.unsigned_multiply_16","FMax",0.765727257374661
"412","set_operation_latency.signed_add_16","FMax",0.765038531624045
"372","set_combine_basicblock","FMax",0.764557870280003
"305","set_resource_constraint.signed_divide_16","FMax",0.762859196468258
"588","set_operation_latency.unsigned_modulus_32","LUs",0.761971326050941
"581","set_resource_constraint.unsigned_add_8","LUs",0.761353359892281
"220","set_resource_constraint.unsigned_modulus_8","Cycles",0.759845170522385
"162","set_resource_constraint.unsigned_multiply_32","Cycles",0.759448672070629
"211","set_operation_latency.signed_divide_8","Cycles",0.755057202107126
"267","set_resource_constraint.signed_add_64","Cycles",0.754309964214585
"569","set_resource_constraint.signed_add_64","LUs",0.752489125836957
"234","set_operation_latency.signed_multiply_8","Cycles",0.751488409626861
"598","FMax","LUs",0.74956360814928
"871","set_resource_constraint.signed_add_64","Regs",0.745903190399405
"572","set_resource_constraint.unsigned_add_16","LUs",0.745729985291924
"543","set_operation_latency.signed_multiply_64","LUs",0.745081863918632
"575","set_parameter.MB_MAX_BACK_PASSES","LUs",0.74188839990008
"168","set_operation_latency.signed_modulus_32","Cycles",0.740637988181473
"772","set_operation_latency.signed_modulus_32","Regs",0.740030749444515
"883","set_resource_constraint.unsigned_add_8","Regs",0.737678849868794
"318","set_resource_constraint.signed_multiply_16","FMax",0.737053624580872
"388","set_operation_latency.altfp_subtract_64","FMax",-0.735674578156101
"514","set_resource_constraint.altfp_multiply_8","LUs",0.734679410600065
"533","set_resource_constraint.altfp_add_32","LUs",0.734581602585091
"434","set_resource_constraint.altfp_divide_32","FMax",0.731326455062614
"185","set_resource_constraint.unsigned_multiply_8","Cycles",0.726525234438758
"231","set_resource_constraint.altfp_add_32","Cycles",0.725869943753717
"470","set_operation_latency.signed_modulus_32","LUs",0.7258215191318
"266","set_resource_constraint.unsigned_add_64","Cycles",0.724397956199278
"323","set_parameter.PS_MIN_SIZE","FMax",0.723164519351275
"227","set_resource_constraint.altfp_divide_64","Cycles",0.719899400739893
"523","set_combine_basicblock","LUs",0.719854146751231
"363","set_resource_constraint.altfp_multiply_8","FMax",0.719738517123386
"877","set_parameter.MB_MAX_BACK_PASSES","Regs",0.719512944318264
"364","set_resource_constraint.unsigned_multiply_16","FMax",0.717679937703271
"319","set_operation_latency.signed_modulus_32","FMax",0.716153163616555
"504","set_resource_constraint.altfp_subtract_64","LUs",0.714839929326911
"832","set_operation_latency.signed_modulus_8","Regs",0.713089506442855
"835","set_resource_constraint.altfp_add_32","Regs",0.712098273746955
"240","set_operation_latency.signed_divide_16","Cycles",0.708010932068194
"762","set_parameter.NO_ROMS","Regs",-0.707845473976951
"435","set_resource_constraint.unsigned_divide_8","FMax",0.706186393149198
"784","set_resource_constraint.altfp_subtract_16","Regs",0.705849422648776
"158","set_parameter.NO_ROMS","Cycles",-0.704368162490581
"462","set_operation_latency.altfp_fptosi","LUs",-0.704263390873117
"187","set_operation_latency.unsigned_modulus_64","Cycles",0.703673041003445
"838","set_operation_latency.signed_multiply_8","Regs",0.703505480510026
"228","set_operation_latency.signed_modulus_8","Cycles",0.703443784568373
"378","set_resource_constraint.altfp_divide_64","FMax",0.700276610081849
"521","set_operation_latency.unsigned_divide_64","LUs",0.698947433905803
"766","set_resource_constraint.unsigned_multiply_32","Regs",0.698279668693094
"338","set_operation_latency.unsigned_modulus_64","FMax",0.696837499002435
"815","set_operation_latency.signed_divide_8","Regs",0.696562333795213
"279","set_resource_constraint.unsigned_add_8","Cycles",0.696475340304914
"530","set_operation_latency.signed_modulus_8","LUs",0.696350881136375
"469","set_resource_constraint.signed_multiply_16","LUs",0.696009404478456
"844","set_operation_latency.signed_divide_16","Regs",0.690031037077515
"212","set_resource_constraint.altfp_multiply_8","Cycles",0.68779235263331
"474","set_parameter.PS_MIN_SIZE","LUs",0.68523476429432
"365","set_operation_latency.signed_modulus_64","FMax",0.684474466385335
"417","set_resource_constraint.unsigned_add_64","FMax",0.683284415702655
