"","First.Variable","Second.Variable","Correlation"
"677","set_parameter.MULTIPUMPING","Pins",-1
"1281","set_parameter.MULTIPUMPING","DPS",0.920012721563554
"1355","Pins","DPS",-0.920012721563554
"332","set_parameter.MB_MINIMIZE_HW","FMax",-0.766937641297312
"901","LUs","Regs",0.664852645576461
"230","set_parameter.SDC_NO_CHAINING","Cycles",-0.664282068228588
"834","set_parameter.SDC_NO_CHAINING","Regs",-0.640817096141089
"899","Cycles","Regs",0.54709187943939
"409","set_operation_latency.altfp_add_16","FMax",-0.526091325526277
"445","WNS","FMax",-0.434977153682448
"362","set_operation_latency.signed_divide_8","FMax",0.421420753362079
"382","set_resource_constraint.altfp_add_32","FMax",0.420889318792097
"527","set_resource_constraint.signed_add_32","LUs",-0.417966421079969
"829","set_resource_constraint.signed_add_32","Regs",-0.41644770800058
"598","FMax","LUs",-0.401677479503471
"414","set_operation_latency.altfp_add_8","FMax",-0.39988029622419
"1331","set_operation_latency.signed_modulus_16","DPS",0.395866401439364
"675","set_parameter.ENABLE_PATTERN_SHARING","Pins",-0.390230536361369
"186","set_operation_latency.reg","Cycles",-0.389248171345959
"885","set_operation_latency.unsigned_divide_8","Regs",-0.387341354473299
"1320","set_operation_latency.altfp_add_8","DPS",0.386484558141332
"351","set_operation_latency.altfp_multiply_16","FMax",-0.386126693952826
"1341","set_resource_constraint.unsigned_divide_8","DPS",-0.385328583140642
"1279","set_parameter.ENABLE_PATTERN_SHARING","DPS",0.384129549705367
"716","set_operation_latency.altfp_add_8","Pins",-0.383132752977651
"413","set_parameter.PS_BIT_DIFF_THRESHOLD","FMax",-0.382564048996713
"331","set_resource_constraint.altfp_subtract_16","FMax",0.377633843327738
"197","set_resource_constraint.mem_dual_port","Cycles",-0.375865334168822
"443","set_resource_constraint.signed_divide_64","FMax",0.375532744308656
"647","set_parameter.DONT_CHAIN_GET_ELEM_PTR","Pins",-0.374575217234165
"304","set_operation_latency.altfp_divide_16","FMax",-0.373866121075039
"541","set_resource_constraint.signed_multiply_32","LUs",-0.371358649090284
"274","set_operation_latency.signed_modulus_16","Cycles",0.370691282147319
"401","set_operation_latency.altfp_multiply_8","FMax",-0.366042180324111
"894","set_resource_constraint.altfp_subtract_32","Regs",-0.365031494451117
"763","set_resource_constraint.signed_multiply_8","Regs",-0.364100571015264
"482","set_resource_constraint.altfp_subtract_16","LUs",-0.361319229860121
"568","set_resource_constraint.unsigned_add_64","LUs",-0.357125743299304
"1251","set_parameter.DONT_CHAIN_GET_ELEM_PTR","DPS",0.355560650272437
