"","First.Variable","Second.Variable","Correlation"
"677","set_parameter.MULTIPUMPING","Pins",-1
"785","set_parameter.MB_MINIMIZE_HW","Regs",0.922751480983487
"483","set_parameter.MB_MINIMIZE_HW","LUs",0.883954357826765
"901","LUs","Regs",0.877262300074038
"647","set_parameter.DONT_CHAIN_GET_ELEM_PTR","Pins",-0.814489315396459
"319","set_operation_latency.signed_modulus_32","FMax",0.705372199772526
"675","set_parameter.ENABLE_PATTERN_SHARING","Pins",-0.647812702086581
"401","set_operation_latency.altfp_multiply_8","FMax",-0.63372828208668
"733","set_parameter.PATTERN_SHARE_SHIFT","Pins",-0.611478025647779
"265","set_operation_latency.altfp_sitofp","Cycles",-0.591035056092416
"422","set_operation_latency.altfp_divide_8","FMax",-0.589399823532107
"236","set_operation_latency.local_mem_dual_port","Cycles",-0.579835087555337
"628","set_operation_latency.unsigned_multiply_8","Pins",0.56268610680138
"270","set_resource_constraint.unsigned_add_16","Cycles",-0.558053790035851
"215","set_operation_latency.unsigned_multiply_64","Cycles",-0.554115119656507
"193","set_resource_constraint.signed_modulus_32","Cycles",-0.538505432843063
"841","set_operation_latency.altfp_subtract_64","Regs",0.531322187643737
"287","set_operation_latency.unsigned_add_8","Cycles",-0.528207594417329
"400","set_resource_constraint.unsigned_modulus_32","FMax",0.527251288846951
"174","set_operation_latency.altfp_multiply_64","Cycles",0.512548324401373
"154","set_resource_constraint.signed_divide_16","Cycles",-0.505912857634571
"320","set_operation_latency.signed_multiply_32","FMax",0.503535081445767
"804","set_operation_latency.altfp_multiply_16","Regs",0.493176696061323
"225","set_resource_constraint.signed_add_32","Cycles",-0.490618550885816
"367","set_resource_constraint.unsigned_multiply_64","FMax",0.489298135611663
"415","set_operation_latency.altfp_divide_32","FMax",-0.485834059886619
"635","set_parameter.PATTERN_SHARE_ADD","Pins",-0.475239396786276
"254","set_operation_latency.signed_comp_u","Cycles",-0.475156396458738
"172","set_parameter.PS_MIN_SIZE","Cycles",-0.474702900116457
"469","set_resource_constraint.signed_multiply_16","LUs",-0.472858118895363
"171","set_operation_latency.altfp_subtract_32","Cycles",0.469965283152878
"234","set_operation_latency.signed_multiply_8","Cycles",-0.467071341318407
"211","set_operation_latency.signed_divide_8","Cycles",-0.466229157035824
"339","set_resource_constraint.unsigned_divide_16","FMax",0.46294342041782
"771","set_resource_constraint.signed_multiply_16","Regs",-0.458691250518586
"472","set_operation_latency.altfp_add_64","LUs",0.455820503176839
"304","set_operation_latency.altfp_divide_16","FMax",-0.454411739109808
"397","set_resource_constraint.altfp_divide_16","FMax",0.453196825480357
"168","set_operation_latency.signed_modulus_32","Cycles",0.450256426459424
"671","set_parameter.DISABLE_REG_SHARING","Pins",-0.44904476034585
"506","set_operation_latency.unsigned_add_16","LUs",-0.448468891903698
"872","set_operation_latency.signed_divide_32","Regs",0.446326082881981
"695","set_parameter.PATTERN_SHARE_BITOPS","Pins",-0.445513031711252
"237","set_operation_latency.altfp_subtract_64","Cycles",0.444723076204103
"263","set_operation_latency.altfp_add_8","Cycles",0.443720365866308
"314","set_resource_constraint.altfp_add_8","FMax",0.442457878718033
"611","set_parameter.NO_ROMS","Pins",-0.438070462960403
"257","set_operation_latency.altfp_multiply_32","Cycles",0.431679512474464
"774","set_operation_latency.altfp_add_64","Regs",0.426405037736208
"585","set_resource_constraint.altfp_divide_32","LUs",-0.423033581007887
"200","set_operation_latency.altfp_multiply_16","Cycles",0.419361522556298
"653","set_operation_latency.altfp_multiply_16","Pins",-0.410662706304887
"380","set_parameter.PIPELINE_ALL","FMax",-0.408753670077887
"739","set_operation_latency.unsigned_modulus_32","Pins",0.408304021368646
"539","set_operation_latency.altfp_subtract_64","LUs",0.403920438536832
"779","set_operation_latency.unsigned_multiply_8","Regs",-0.403237572603745
"435","set_resource_constraint.unsigned_divide_8","FMax",0.401742239671469
"762","set_parameter.NO_ROMS","Regs",0.398128714691114
"880","set_operation_latency.altfp_extend_8","Regs",-0.392173459141246
"887","set_resource_constraint.altfp_divide_32","Regs",-0.391406231593349
"368","set_operation_latency.signed_add_32","FMax",-0.391375738272628
"808","set_operation_latency.unsigned_add_16","Regs",-0.389831432502434
"340","set_resource_constraint.unsigned_divide_64","FMax",0.388858158907988
"278","set_operation_latency.altfp_subtract_16","Cycles",0.385548143882127
"884","set_parameter.PATTERN_SHARE_SHIFT","Regs",0.384658695055946
"573","set_operation_latency.altfp_divide_8","LUs",0.383649719962602
"588","set_operation_latency.unsigned_modulus_32","LUs",-0.381178526577036
"158","set_parameter.NO_ROMS","Cycles",0.380004740773047
"492","set_resource_constraint.signed_divide_8","LUs",-0.378704118420153
"382","set_resource_constraint.altfp_add_32","FMax",0.375190163620404
"586","set_resource_constraint.unsigned_divide_8","LUs",-0.374134216132557
"258","set_operation_latency.altfp_add_16","Cycles",0.372712169870374
